CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;labo;labo;labo;labo;labo;labo;labo;labo
Fichier;Station;Latitude;Longitude;Echantillon;zbouteille;Date;Heure;PSAL;TEMP_XX;DOXY;CHL_01;Si_01;PO4_01;NOx_01;PSAL_BS;NO2_01;OXY_01;OXY_03
(nom);(nom/no);(degres);(degres);(no_unique);(dbar);(jj-mmm-yyyy);(GMT);(psu);(celsius);(ml/l);(mg/m**3);(mmol/m**3);(mmol/m**3);(mmol/m**3);(PSU);(mmol/m**3);(ml/l);(ml/l)
NED2013022_194;MFD_SETNO194;43.954;-58.7028;388749;50;26-jul-13;23:59:55;33.9498;7.7524;5.00136;0.160722995798319;3.905;0.6335;7.115;NaN;0.07;NaN;NaN
NED2013022_194;MFD_SETNO194;43.954;-58.7028;388750;25;26-jul-13;23:59:55;32.5774;17.4525;5.1339;0.199518201680672;0.605;0.131;0.815;NaN;0.04;NaN;NaN
NED2013022_194;MFD_SETNO194;43.954;-58.7028;388751;6;26-jul-13;23:59:55;31.6967;18.5078;4.77833;0.221686890756303;0.295;0.1635;0.76;NaN;0;5.728;NaN
NED2013022_195;MFD_SETNO195;44.223;-58.2543;388752;98;27-jul-13;03:31:57;34.0342;7.106;4.84988;0.0499499432773109;5.57;0.7765;9.795;34.0372695922852;0.2;5.754;NaN
NED2013022_195;MFD_SETNO195;44.223;-58.2543;388753;51;27-jul-13;03:31:57;33.0673;3.6993;5.67195;0.188433857142857;4.18;0.688;6.17;NaN;0.2;NaN;NaN
NED2013022_195;MFD_SETNO195;44.223;-58.2543;388754;25;27-jul-13;03:31:57;33.139;11.2368;6.16477;1.50410488235294;1.035;0.22;0.925;NaN;0.05;NaN;NaN
NED2013022_195;MFD_SETNO195;44.223;-58.2543;388755;5;27-jul-13;03:31:57;31.2335;17.6038;4.90476;0.193976029411765;0.245;0.1885;0.945;NaN;0;5.831;NaN
NED2013022_196;MFD_SETNO196;44.4183;-58.1695;388756;57;27-jul-13;05:40:36;32.6777;2.8961;6.14638;0.493253331932773;3.425;0.6205;4.535;32.6879577636719;0.16;7.201;NaN
NED2013022_196;MFD_SETNO196;44.4183;-58.1695;388757;50;27-jul-13;05:40:36;32.6803;2.9038;6.14208;0.437831609243698;3.37;0.65;4.445;NaN;0.18;NaN;NaN
NED2013022_196;MFD_SETNO196;44.4183;-58.1695;388758;25;27-jul-13;05:40:36;32.5078;6.6285;6.38857;1.43248084033614;0.935;0.3635;1.1;NaN;0.065;NaN;NaN
NED2013022_196;MFD_SETNO196;44.4183;-58.1695;388759;6;27-jul-13;05:40:36;31.0696;17.2064;4.86776;0.243855579831933;0.27;0.2165;0.81;NaN;0.13;5.865;NaN
NED2013022_197;MFD_SETNO197;44.333;-58.053;388760;75;27-jul-13;07:28:42;32.7908;2.236;5.98486;0.210602546218488;4.47;0.733;6.245;32.8052749633789;0.2;7.0155;NaN
NED2013022_197;MFD_SETNO197;44.333;-58.053;388761;50;27-jul-13;07:28:42;32.4906;2.0321;6.24271;0.984830577731093;2.94;0.726;5.09;NaN;0.18;NaN;NaN
NED2013022_197;MFD_SETNO197;44.333;-58.053;388762;24;27-jul-13;07:28:42;31.9735;9.5014;6.11768;1.12807866176471;0.2;0.3195;0.925;NaN;0.065;NaN;NaN
NED2013022_197;MFD_SETNO197;44.333;-58.053;388763;5;27-jul-13;07:28:42;31.3171;17.4035;4.81669;0.188433857142857;0.31;0.1815;0.785;NaN;0.045;5.769;NaN
NED2013022_198;MFD_SETNO198;44.3078;-58.0178;388764;115;27-jul-13;08:55:53;34.1197;7.2266;4.71683;0.0480999453781513;6.01;0.8095;10.365;34.0865745544434;0.18;5.6415;NaN
NED2013022_198;MFD_SETNO198;44.3078;-58.0178;388765;51;27-jul-13;08:55:53;32.5961;1.6385;6.09009;0.171807340336134;4.245;0.784;6.095;NaN;0.23;NaN;NaN
NED2013022_198;MFD_SETNO198;44.3078;-58.0178;388766;26;27-jul-13;08:55:53;32.0297;8.2793;5.86685;1.92749445378151;0.635;0.392;1.425;NaN;0.095;NaN;NaN
NED2013022_198;MFD_SETNO198;44.3078;-58.0178;388767;4;27-jul-13;08:55:53;31.1206;17.4726;4.79587;0.193976029411765;0.285;0.2035;0.83;NaN;0.05;5.784;NaN
NED2013022_199;MFD_SETNO199;44.2813;-57.8917;388768;271;27-jul-13;11:16:00;34.994;7.8687;3.17057;0.011099987394958;13.145;1.3425;22.605;34.9956283569336;0.06;3.8385;NaN
NED2013022_199;MFD_SETNO199;44.2813;-57.8917;388769;51;27-jul-13;11:16:00;33.336;7.2025;5.66394;0.698334409663866;2.335;0.4605;2.575;NaN;0.165;NaN;NaN
NED2013022_199;MFD_SETNO199;44.2813;-57.8917;388770;25;27-jul-13;11:16:00;31.9326;11.5383;5.7118;0.698334409663866;0;0.2675;0.87;NaN;0.055;NaN;NaN
NED2013022_199;MFD_SETNO199;44.2813;-57.8917;388771;5;27-jul-13;11:16:00;31.3699;17.8381;4.75446;0.199518201680672;0.2;0.1845;0.86;NaN;0.045;5.737;NaN
NED2013022_2;MFD_SETNO2;44.2428;-63.715;383794;105;02-jul-13;22:39:34;33.1875;5.477;4.57406;0.0184999789915967;10.79;1.055;8.53;33.0160942077637;0.28;NaN;NaN
NED2013022_2;MFD_SETNO2;44.2428;-63.715;383795;51;02-jul-13;22:39:34;31.953;3.1995;6.26694;0.626710367647059;2.31;0.64;7.33;NaN;0.17;NaN;NaN
NED2013022_2;MFD_SETNO2;44.2428;-63.715;383796;25;02-jul-13;22:39:34;31.3144;4.3478;6.59009;0.644616378151261;1.515;0.5075;4.9;NaN;0.09;NaN;NaN
NED2013022_2;MFD_SETNO2;44.2428;-63.715;383797;5;02-jul-13;22:39:34;30.5042;12.2276;5.48026;0.590898346638655;0.62;0.2745;3.08;NaN;0.04;NaN;NaN
NED2013022_20;MFD_SETNO20;42.5735;-65.6337;383864;91;04-jul-13;23:43:34;33.0323;6.3555;5.26258;0.260482096638655;5.27;0.75;7.465;33.0473022460938;0.13;NaN;5.972
NED2013022_20;MFD_SETNO20;42.5735;-65.6337;383865;51;04-jul-13;23:43:34;32.9725;6.1906;5.30771;0.254939924369748;5.395;0.748;7.5;NaN;0.125;NaN;NaN
NED2013022_20;MFD_SETNO20;42.5735;-65.6337;383866;25;04-jul-13;23:43:34;31.8606;7.5464;6.04599;1.14598467226891;2.48;0.4395;0.985;NaN;0.1;NaN;NaN
NED2013022_20;MFD_SETNO20;42.5735;-65.6337;383867;5;04-jul-13;23:43:34;31.5672;12.692;5.5594;0.570843743697478;1.67;0.283;0.205;NaN;0.03;NaN;6.319
NED2013022_200;MFD_SETNO200;44.339;-57.7175;388772;306;27-jul-13;14:43:55;34.9889;7.64;3.26422;0.0147999831932773;13.04;1.362;22.415;34.992618560791;0.08;3.906;NaN
NED2013022_200;MFD_SETNO200;44.339;-57.7175;388773;51;27-jul-13;14:43:55;33.2044;5.6223;6.01356;1.53991690336135;1.865;0.5665;3.05;NaN;0.155;NaN;NaN
NED2013022_200;MFD_SETNO200;44.339;-57.7175;388774;25;27-jul-13;14:43:55;32.1965;6.3579;6.48192;0.520964193277311;0;0.2815;0.865;NaN;0.055;NaN;NaN
NED2013022_200;MFD_SETNO200;44.339;-57.7175;388775;4;27-jul-13;14:43:55;30.9208;18.1139;4.75013;0.18289168487395;0.28;0.2085;0.945;NaN;0.04;5.759;NaN
NED2013022_201;MFD_SETNO201;44.4997;-57.2655;388776;101;27-jul-13;17:39:13;33.0619;2.7326;5.61675;0.0554999369747899;6.22;0.837;8.21;33.0225524902344;0.19;6.69;NaN
NED2013022_201;MFD_SETNO201;44.4997;-57.2655;388777;50;27-jul-13;17:39:13;32.5412;1.8506;6.25072;1.12807866176471;2.03;0.628;4.04;NaN;0.15;NaN;NaN
NED2013022_201;MFD_SETNO201;44.4997;-57.2655;388778;25;27-jul-13;17:39:13;32.1182;8.6052;6.35647;0.448915953781513;0;0.276;0.685;NaN;0;NaN;NaN
NED2013022_201;MFD_SETNO201;44.4997;-57.2655;388779;5;27-jul-13;17:39:13;31.0165;18.2879;4.72987;0.188433857142857;0;0.184;0.67;NaN;0;5.736;NaN
NED2013022_202;MFD_SETNO202;44.5757;-57.3352;388780;67;27-jul-13;19:05:33;32.5369;2.0805;6.15339;0.572992336134454;3.395;0.642;5;32.550724029541;0.15;7.27;NaN
NED2013022_202;MFD_SETNO202;44.5757;-57.3352;388781;51;27-jul-13;19:05:33;32.4601;2.4585;6.29272;0.680428399159664;2.66;0.5995;4.075;NaN;0.13;NaN;NaN
NED2013022_202;MFD_SETNO202;44.5757;-57.3352;388782;24;27-jul-13;19:05:33;32.1084;6.5064;6.57918;0.680428399159664;0.2;0.2985;0.945;NaN;0;NaN;NaN
NED2013022_202;MFD_SETNO202;44.5757;-57.3352;388783;5;27-jul-13;19:05:33;30.8513;18.1766;4.78141;0.243855579831933;0;0.199;0.925;NaN;0;5.732;NaN
NED2013022_203;MFD_SETNO203;44.702;-57.4257;388784;57;27-jul-13;20:48:48;32.2841;3.1851;6.22016;0.555086325630252;2.92;0.594;3.8;32.2970771789551;0.125;7.2935;NaN
NED2013022_203;MFD_SETNO203;44.702;-57.4257;388785;51;27-jul-13;20:48:48;32.2857;3.1867;6.21496;0.471084642857143;3.105;0.605;3.87;NaN;0.13;NaN;NaN
NED2013022_203;MFD_SETNO203;44.702;-57.4257;388786;25;27-jul-13;20:48:48;31.6719;10.9308;5.78369;0.752052441176471;0.61;0.2775;0.88;NaN;0;NaN;NaN
NED2013022_203;MFD_SETNO203;44.702;-57.4257;388787;5;27-jul-13;20:48:48;30.7292;17.9869;4.84167;0.271566441176471;0.23;0.1975;0.565;NaN;0;5.79;NaN
NED2013022_204;MFD_SETNO204;44.9907;-57.4287;388788;331;27-jul-13;23:29:16;34.8023;5.7684;3.24999;0.016649981092437;22.03;1.474;22.145;34.8468208312988;0.08;3.9;NaN
NED2013022_204;MFD_SETNO204;44.9907;-57.4287;388789;51;27-jul-13;23:29:16;32.2863;2.2809;6.32968;4.81873613445378;1.095;0.613;3.45;NaN;0.355;NaN;NaN
NED2013022_204;MFD_SETNO204;44.9907;-57.4287;388790;25;27-jul-13;23:29:16;32.0578;5.0125;6.08766;0.716240420168067;0.56;0.387;0.9;NaN;0.04;NaN;NaN
NED2013022_204;MFD_SETNO204;44.9907;-57.4287;388791;5;27-jul-13;23:29:16;30.6188;17.9909;4.78792;0.354699025210084;0;0.1805;0.87;NaN;0;5.782;NaN
NED2013022_205;MFD_SETNO205;45.045;-57.729;388792;120;28-jul-13;02:12:51;33.2202;3.3513;5.1893;0.0443999495798319;7.9;0.8835;9.65;33.2010078430176;0.205;6.243;NaN
NED2013022_205;MFD_SETNO205;45.045;-57.729;388793;49;28-jul-13;02:12:51;32.3776;1.9135;5.79954;0.382409886554622;4.675;0.7385;5.865;NaN;0.17;NaN;NaN
NED2013022_205;MFD_SETNO205;45.045;-57.729;388794;25;28-jul-13;02:12:51;32.0196;7.7849;6.06074;0.576385915966387;0.21;0.233;0.94;NaN;0;NaN;NaN
NED2013022_205;MFD_SETNO205;45.045;-57.729;388795;5;28-jul-13;02:12:51;30.5154;17.691;4.81854;0.399036403361345;0;0.189;0.755;NaN;0;5.804;NaN
NED2013022_206;MFD_SETNO206;45.0922;-57.9205;388796;63;28-jul-13;04:11:40;32.5868;2.0597;5.91222;0.121927789915966;5.58;0.783;6.77;32.6087875366211;0.18;6.921;NaN
NED2013022_206;MFD_SETNO206;45.0922;-57.9205;388797;51;28-jul-13;04:11:40;32.414;2.577;6.06665;0.304819474789916;4.02;0.686;5.28;NaN;0.18;NaN;NaN
NED2013022_206;MFD_SETNO206;45.0922;-57.9205;388798;24;28-jul-13;04:11:40;31.7944;9.4999;6.08957;0.487711159663866;0.255;0.234;0.84;NaN;0.04;NaN;NaN
NED2013022_206;MFD_SETNO206;45.0922;-57.9205;388799;6;28-jul-13;04:11:40;30.521;17.5905;4.85349;0.421205092436975;0;0.188;0.84;NaN;0.04;5.801;NaN
NED2013022_207;MFD_SETNO207;45.1722;-58.1887;388800;79;28-jul-13;06:42:13;32.5206;2.0534;5.82784;0.160722995798319;5.815;0.791;6.71;32.5427589416504;0.18;6.8485;NaN
NED2013022_207;MFD_SETNO207;45.1722;-58.1887;388801;50;28-jul-13;06:42:13;32.3593;1.8897;5.95579;0.238313407563025;5.735;0.826;6.83;NaN;0.18;NaN;NaN
NED2013022_207;MFD_SETNO207;45.1722;-58.1887;388802;25;28-jul-13;06:42:13;31.6902;5.91;6.44627;0.64461637815126;0;0.3715;0.905;NaN;0;NaN;NaN
NED2013022_207;MFD_SETNO207;45.1722;-58.1887;388803;5;28-jul-13;06:42:13;30.5803;17.7729;4.80754;0.415662920168067;0.3;0.18;0.825;NaN;0.04;5.754;NaN
NED2013022_208;MFD_SETNO208;45.3098;-57.6637;388804;334;28-jul-13;10:03:21;34.8201;5.5571;3.07373;0.0184999789915966;26.84;1.5045;21.725;34.8289451599121;0.05;3.714;NaN
NED2013022_208;MFD_SETNO208;45.3098;-57.6637;388805;50;28-jul-13;10:03:21;32.396;2.8752;6.31865;0.437831609243697;2.05;0.54;2.53;NaN;0.125;NaN;NaN
NED2013022_208;MFD_SETNO208;45.3098;-57.6637;388806;25;28-jul-13;10:03:21;31.7689;9.6657;5.97753;0.509879848739496;0.76;0.2735;0.35;NaN;0.04;NaN;NaN
NED2013022_208;MFD_SETNO208;45.3098;-57.6637;388807;5;28-jul-13;10:03:21;30.759;17.3083;4.85024;0.399036403361345;0.345;0.19;0.17;NaN;0;5.792;NaN
NED2013022_209;MFD_SETNO209;45.3843;-57.795;388808;142;28-jul-13;11:59:52;34.2733;7.7138;4.56269;0.0240499726890756;7.325;0.8205;10.16;34.1549797058105;0.045;5.5245;NaN
NED2013022_209;MFD_SETNO209;45.3843;-57.795;388809;52;28-jul-13;11:59:52;32.1669;1.4939;6.03848;1.62944695588235;3.05;0.741;4.7;NaN;0.2;NaN;NaN
NED2013022_209;MFD_SETNO209;45.3843;-57.795;388810;26;28-jul-13;11:59:52;31.276;6.5957;6.40671;0.482168987394958;0.13;0.355;0.35;NaN;0;NaN;NaN
NED2013022_209;MFD_SETNO209;45.3843;-57.795;388811;6;28-jul-13;11:59:52;30.6105;17.2901;4.85727;0.465542470588235;0.21;0.1865;0.37;NaN;0;5.818;NaN
NED2013022_210;MFD_SETNO210;45.3735;-57.7668;388812;179;28-jul-13;13:41:08;34.7496;8.7021;3.78084;0.027749968487395;10.015;0.976;13.79;34.7617492675781;0.06;4.585;NaN
NED2013022_210;MFD_SETNO210;45.3735;-57.7668;388813;51;28-jul-13;13:41:08;32.2275;1.4576;5.95453;0.105449880252101;7.685;0.8785;8.235;NaN;0.17;NaN;NaN
NED2013022_210;MFD_SETNO210;45.3735;-57.7668;388814;24;28-jul-13;13:41:08;31.5353;4.2206;6.77228;2.74667959663866;0.48;0.5525;1.29;NaN;0.08;NaN;NaN
NED2013022_210;MFD_SETNO210;45.3735;-57.7668;388815;3;28-jul-13;13:41:08;30.613;17.4078;4.85944;0.460000298319328;0.195;0.185;0.265;NaN;0;5.802;NaN
NED2013022_211;MFD_SETNO211;45.7777;-58.0325;388816;354;28-jul-13;17:16:56;34.8305;5.7184;2.69325;0.022199974789916;29.54;1.5935;20.37;34.8490791320801;0.04;3.266;NaN
NED2013022_211;MFD_SETNO211;45.7777;-58.0325;388817;50;28-jul-13;17:16:56;32.2452;1.4878;6.22483;0.266024268907563;1.55;0.499;1.895;NaN;0.095;NaN;NaN
NED2013022_211;MFD_SETNO211;45.7777;-58.0325;388818;25;28-jul-13;17:16:56;31.5405;4.8416;6.74199;1.18179669327731;0.15;0.354;0.555;NaN;0;NaN;NaN
NED2013022_211;MFD_SETNO211;45.7777;-58.0325;388819;5;28-jul-13;17:16:56;30.7045;17.5128;4.81383;0.45445812605042;0.295;0.1775;0.4;NaN;0;5.826;NaN
NED2013022_212;MFD_SETNO212;45.5345;-58.5425;388820;117;28-jul-13;21:54:57;32.7446;2.1206;5.25968;0.0295999663865546;11.275;1.0545;10.765;32.7328643798828;0.04;6.2575;NaN
NED2013022_212;MFD_SETNO212;45.5345;-58.5425;388821;51;28-jul-13;21:54:57;32.0584;1.687;5.78288;0.138554306722689;6.7;0.888;7.505;NaN;0.16;NaN;NaN
NED2013022_212;MFD_SETNO212;45.5345;-58.5425;388822;25;28-jul-13;21:54:57;31.3497;5.0753;6.46424;0.716240420168067;0.905;0.3795;0.8;NaN;0;NaN;NaN
NED2013022_212;MFD_SETNO212;45.5345;-58.5425;388823;5;28-jul-13;21:54:57;30.0929;17.82;4.90332;0.752052441176471;0.325;0.1545;0;NaN;0;5.936;NaN
NED2013022_213;MFD_SETNO213;45.483;-58.9817;388824;108;29-jul-13;00:50:53;32.701;2.2017;5.07839;0.0258999705882353;11.19;1.0585;10.155;32.6038131713867;0.05;6.1955;NaN
NED2013022_213;MFD_SETNO213;45.483;-58.9817;388825;49;29-jul-13;00:50:53;31.8483;1.6151;6.09612;0.447650262605042;5.045;0.8475;5.835;NaN;0.205;NaN;NaN
NED2013022_213;MFD_SETNO213;45.483;-58.9817;388826;25;29-jul-13;00:50:53;31.2734;4.5964;6.50492;0.698334409663866;0.545;0.451;0.22;NaN;0.05;NaN;NaN
NED2013022_213;MFD_SETNO213;45.483;-58.9817;388827;4;29-jul-13;00:50:53;30.0329;17.8564;4.78848;0.734146430672269;0.445;0.15;0;NaN;0;5.869;NaN
NED2013022_214;MFD_SETNO214;45.6718;-59.0592;388828;225;29-jul-13;04:33:11;33.65;3.8224;3.88096;0.0184999789915966;18.255;1.3265;16.22;33.6498832702637;0.08;4.6845;NaN
NED2013022_214;MFD_SETNO214;45.6718;-59.0592;388829;51;29-jul-13;04:33:11;32.0903;1.3664;6.35756;0.859488504201681;3.015;0.8285;5.87;NaN;0.275;NaN;NaN
NED2013022_214;MFD_SETNO214;45.6718;-59.0592;388830;25;29-jul-13;04:33:11;31.3414;6.3103;6.6247;0.805770472689076;0.17;0.379;0.805;NaN;0;NaN;NaN
NED2013022_214;MFD_SETNO214;45.6718;-59.0592;388831;5;29-jul-13;04:33:11;30.0903;18.0776;4.78372;0.787864462184874;0.435;0.1805;0.67;NaN;0;5.774;NaN
NED2013022_215;MFD_SETNO215;45.4767;-59.337;388832;82;29-jul-13;07:05:29;32.3345;1.6887;5.66512;0.0573499348739496;8.215;0.964;9.525;32.345085144043;0.08;6.6745;NaN
NED2013022_215;MFD_SETNO215;45.4767;-59.337;388833;50;29-jul-13;07:05:29;31.7747;1.6239;6.26244;0.426747264705882;4.88;0.8265;5.895;NaN;0.25;NaN;NaN
NED2013022_215;MFD_SETNO215;45.4767;-59.337;388834;25;29-jul-13;07:05:29;31.1508;5.599;6.58104;0.590898346638656;0.35;0.4325;0.94;NaN;0.06;NaN;NaN
NED2013022_215;MFD_SETNO215;45.4767;-59.337;388835;5;29-jul-13;07:05:29;30.0105;17.9658;4.81781;0.716240420168068;0.525;0.175;0.81;NaN;0;5.791;NaN
NED2013022_216;MFD_SETNO216;45.5105;-60.166;388836;169;29-jul-13;11:06:30;33.1216;2.57;4.53959;0.033299962184874;17.385;1.2635;13.565;33.1382331848145;0.075;5.3975;NaN
NED2013022_216;MFD_SETNO216;45.5105;-60.166;388837;51;29-jul-13;11:06:30;31.8437;2.0315;6.12362;0.149638651260504;5.085;0.8445;4.955;NaN;0.22;NaN;NaN
NED2013022_216;MFD_SETNO216;45.5105;-60.166;388838;26;29-jul-13;11:06:30;31.0309;5.4362;6.84765;1.55782291386555;0.04;0.4535;0.4;NaN;0.055;NaN;NaN
NED2013022_216;MFD_SETNO216;45.5105;-60.166;388839;5;29-jul-13;11:06:30;29.9164;17.3326;4.88086;0.931112546218487;0.045;0.21;0.05;NaN;0.055;6.06;NaN
NED2013022_217;MFD_SETNO217;45.6255;-59.9963;388840;169;29-jul-13;13:08:59;33.0225;2.3396;4.93182;0.0554999369747899;13.655;1.1345;11.715;33.035717010498;0.06;5.907;NaN
NED2013022_217;MFD_SETNO217;45.6255;-59.9963;388841;50;29-jul-13;13:08:59;32.0587;1.3275;6.34853;0.555086325630252;4.415;0.8255;5.435;NaN;0.25;NaN;NaN
NED2013022_217;MFD_SETNO217;45.6255;-59.9963;388842;25;29-jul-13;13:08:59;31.1559;7.6823;6.33475;0.895300525210084;0;0.3555;0.065;NaN;0.04;NaN;NaN
NED2013022_217;MFD_SETNO217;45.6255;-59.9963;388843;6;29-jul-13;13:08:59;29.9146;17.2452;4.92695;1.14598467226891;0.255;0.174;0.28;NaN;0.05;5.975;NaN
NED2013022_218;MFD_SETNO218;45.8377;-59.6692;388844;81;29-jul-13;16:01:06;32.0244;1.5288;6.22959;0.282650785714286;5.1;0.8255;4.925;32.0279197692871;0.195;7.9155;NaN
NED2013022_218;MFD_SETNO218;45.8377;-59.6692;388845;51;29-jul-13;16:01:06;31.541;2.3999;6.20479;0.266024268907563;3.72;0.7935;3.345;NaN;0.165;NaN;NaN
NED2013022_218;MFD_SETNO218;45.8377;-59.6692;388846;25;29-jul-13;16:01:06;31.0797;5.1501;5.94107;1.0385486092437;1.925;0.6175;1.315;NaN;0.095;NaN;NaN
NED2013022_218;MFD_SETNO218;45.8377;-59.6692;388847;6;29-jul-13;16:01:06;29.2708;18.4561;4.72243;0.931112546218487;0.47;0.108;0.22;NaN;0.05;5.738;NaN
NED2013022_219;MFD_SETNO219;45.8887;-59.9232;388848;55;29-jul-13;18:18:13;31.3329;3.984;5.93655;0.155180823529412;4.1;0.698;2.68;31.2545604705811;0.16;6.59;NaN
NED2013022_219;MFD_SETNO219;45.8887;-59.9232;388849;26;29-jul-13;18:18:13;30.4147;13.9671;5.17767;0.895300525210084;0.935;0.3135;0.475;NaN;0.055;NaN;NaN
NED2013022_219;MFD_SETNO219;45.8887;-59.9232;388850;5;29-jul-13;18:18:13;29.3171;18.5158;4.82383;1.73688301890756;0.395;0.114;0.34;NaN;0;5.847;NaN
NED2013022_22;MFD_SETNO22;42.4448;-65.702;383868;92;05-jul-13;02:37:39;34.0578;8.766;4.52697;0.0924998949579831;6.555;0.8505;10.76;34.0641593933105;0.08;NaN;5.2545
NED2013022_22;MFD_SETNO22;42.4448;-65.702;383869;51;05-jul-13;02:37:39;32.9153;9.5709;5.32492;0.64461637815126;3.535;0.495;3.72;NaN;0.1;NaN;NaN
NED2013022_22;MFD_SETNO22;42.4448;-65.702;383870;25;05-jul-13;02:37:39;32.7514;10.2993;5.44578;0.85948850420168;2.95;0.407;1.985;NaN;0.085;NaN;NaN
NED2013022_22;MFD_SETNO22;42.4448;-65.702;383871;5;05-jul-13;02:37:39;32.0975;14.0412;5.2943;0.49879550420168;1.84;0.266;0;NaN;0.03;NaN;6.146
NED2013022_220;MFD_SETNO220;45.9082;-59.0413;388851;124;29-jul-13;22:32:07;33.2006;2.8044;4.71838;0.0258999705882353;13.885;1.1465;12.71;33.2078857421875;0.065;5.6595;NaN
NED2013022_220;MFD_SETNO220;45.9082;-59.0413;388852;51;29-jul-13;22:32:07;32.1043;1.755;6.3268;0.47662681512605;3.91;0.7335;4.86;NaN;0.195;NaN;NaN
NED2013022_220;MFD_SETNO220;45.9082;-59.0413;388853;25;29-jul-13;22:32:07;31.4268;5.3767;6.60873;1.77269503991597;0;0.407;0.3;NaN;0;NaN;NaN
NED2013022_220;MFD_SETNO220;45.9082;-59.0413;388854;5;29-jul-13;22:32:07;29.3426;18.2652;4.77426;0.949018556722689;0.52;0.1085;0.395;NaN;0;5.807;NaN
NED2013022_221;MFD_SETNO221;46.0802;-59.1123;388855;83;30-jul-13;00:33:35;32.2752;1.5063;6.08963;0.110843445378151;6.71;0.813;6.825;32.3123970031738;0.19;7.174;NaN
NED2013022_221;MFD_SETNO221;46.0802;-59.1123;388856;51;30-jul-13;00:33:35;31.5012;1.6685;6.16476;0.216144718487395;4.24;0.8435;3.865;NaN;0.185;NaN;NaN
NED2013022_221;MFD_SETNO221;46.0802;-59.1123;388857;26;30-jul-13;00:33:35;31.095;8.7109;5.91317;0.716240420168067;0.34;0.323;0.28;NaN;0;NaN;NaN
NED2013022_221;MFD_SETNO221;46.0802;-59.1123;388858;4;30-jul-13;00:33:35;29.267;18.4905;4.76272;1.0922666407563;0.96;0.107;0;NaN;0;5.765;NaN
NED2013022_222;MFD_SETNO222;46.1053;-58.564;388859;314;30-jul-13;04:09:20;34.8086;5.882;2.72441;0.0203499768907563;29.825;1.832;26.295;34.8432197570801;0.06;3.335;NaN
NED2013022_222;MFD_SETNO222;46.1053;-58.564;388860;52;30-jul-13;04:09:20;32.0578;1.467;6.29751;0.823676483193278;3.375;0.831;5.15;NaN;0.285;NaN;NaN
NED2013022_222;MFD_SETNO222;46.1053;-58.564;388861;26;30-jul-13;04:09:20;31.1897;4.1237;6.37697;0.43228943697479;1.48;0.593;1.1;NaN;0.065;NaN;NaN
NED2013022_222;MFD_SETNO222;46.1053;-58.564;388862;5;30-jul-13;04:09:20;29.4993;18.1453;4.77387;0.859488504201681;0.505;0.1255;0.38;NaN;0;5.765;NaN
NED2013022_223;MFD_SETNO223;46.2628;-58.9482;388863;219;30-jul-13;07:09:45;34.4146;5.5689;2.99411;0.00924998949579832;22.675;1.6645;21.325;34.4595527648926;0.06;3.6605;NaN
NED2013022_223;MFD_SETNO223;46.2628;-58.9482;388864;51;30-jul-13;07:09:45;32.1866;2.0953;6.36641;0.443373781512605;1.275;0.7235;2.885;NaN;0.24;NaN;NaN
NED2013022_223;MFD_SETNO223;46.2628;-58.9482;388865;24;30-jul-13;07:09:45;31.0344;2.7913;6.14927;0.460000298319328;3.37;0.765;2.395;NaN;0.125;NaN;NaN
NED2013022_223;MFD_SETNO223;46.2628;-58.9482;388866;6;30-jul-13;07:09:45;29.4989;17.953;4.73448;0.680428399159664;0.14;0.153;0.51;NaN;0;5.782;NaN
NED2013022_224;MFD_SETNO224;46.2133;-58.9802;388867;146;30-jul-13;09:47:58;33.393;3.1792;4.32054;0.0406999537815126;16.78;1.2885;14.66;33.464916229248;0.075;5.153;NaN
NED2013022_224;MFD_SETNO224;46.2133;-58.9802;388868;52;30-jul-13;09:47:58;32.0702;1.5391;6.32537;0.64461637815126;2.845;0.7785;4.29;NaN;0.265;NaN;NaN
NED2013022_224;MFD_SETNO224;46.2133;-58.9802;388869;25;30-jul-13;09:47:58;31.2673;5.1337;5.91777;0.680428399159664;2.63;0.6635;2.33;NaN;0.09;NaN;NaN
NED2013022_224;MFD_SETNO224;46.2133;-58.9802;388870;6;30-jul-13;09:47:58;29.3529;17.88;4.72091;0.787864462184874;0.365;0.119;0.46;NaN;0;5.728;NaN
NED2013022_225;MFD_SETNO225;46.4932;-59.1825;388871;NaN;30-jul-13;12:42:59;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
NED2013022_225;MFD_SETNO225;46.4932;-59.1825;388872;310;30-jul-13;12:42:59;34.6566;5.9393;2.59767;0.00924998949579832;27.895;1.7925;22.19;34.8245582580566;0.1;3.269;NaN
NED2013022_225;MFD_SETNO225;46.4932;-59.1825;388873;51;30-jul-13;12:42:59;31.8332;1.7207;6.11542;0.238313407563025;3.06;0.829;4.505;NaN;0.18;NaN;NaN
NED2013022_225;MFD_SETNO225;46.4932;-59.1825;388874;26;30-jul-13;12:42:59;30.9673;4.1683;5.87447;0.254939924369748;3.915;0.7945;2.935;NaN;0.135;NaN;NaN
NED2013022_225;MFD_SETNO225;46.4932;-59.1825;388875;4;30-jul-13;12:42:59;29.03;18.1096;4.7419;0.716240420168067;0.32;0.163;0.435;NaN;0;5.704;NaN
