CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;labo;terrain;labo;labo
Fichier;Station;Latitude;Longitude;Echantillon;zbouteille;Date;Heure;PRES;PSAL;TEMP_XX;DOXY;PHPH;OXY_XX;TEMP_RT;SSAL_BS;pH_01
(nom);(nom/no);(degres);(degres);(no_unique);(dbar);(jj-mmm-yyyy);(GMT);(dbar);(psu);(celsius);(ml/l);((none));(ml/l);(celsius);(g/kg);((none))
16003_039;PS_03;42.30272;-65.85701;431179;154.27;16-apr-16;20:09:00;154.278;33.5011;7.6369;5.72;8.103;5.72;7.6369;33.5011;8.103
16003_039;PS_03;42.30238;-65.85766;431180;125.18;16-apr-16;20:11:00;125.184;33.2315;7.0713;6.1231;8.115;6.1231;7.0713;33.2315;8.115
16003_039;PS_03;42.30204;-65.85852;431181;100.85;16-apr-16;20:12:00;100.851;32.8556;6.191;6.4343;8.109;6.4343;6.191;32.8556;8.109
16003_039;PS_03;42.3016;-65.85952;431182;76.02;16-apr-16;20:14:00;76.025;32.6302;5.6817;6.5804;8.11;6.5804;5.6817;32.6302;8.11
16003_039;PS_03;42.30134;-65.86049;431183;59.94;16-apr-16;20:16:00;59.943;32.4449;5.2782;6.9622;8.128;6.9622;5.2782;32.4449;8.128
16003_039;PS_03;42.30105;-65.8613;431184;49.86;16-apr-16;20:17:00;49.865;32.3236;5.0044;7.0313;8.118;7.0313;5.0044;32.3236;8.118
16003_039;PS_03;42.3007;-65.86207;431185;40.87;16-apr-16;20:18:00;40.87;32.2668;4.8728;7.0638;8.114;7.0638;4.8728;32.2668;8.114
16003_039;PS_03;42.30026;-65.86287;431186;30.62;16-apr-16;20:19:00;30.623;32.2346;4.7935;7.0815;8.113;7.0815;4.7935;32.2346;8.113
16003_039;PS_03;42.29988;-65.86366;431187;21.47;16-apr-16;20:20:00;21.473;32.2362;4.7991;7.0835;8.11;7.0835;4.7991;32.2362;8.11
16003_039;PS_03;42.29954;-65.86455;431188;10.38;16-apr-16;20:21:00;10.388;32.2388;4.806;7.0668;8.111;7.0668;4.806;32.2388;8.111
16003_039;PS_03;42.29921;-65.86525;431189;2.16;16-apr-16;20:22:00;2.162;32.2335;4.7966;7.1241;8.114;7.1241;4.7966;32.2335;8.114
16003_041;PS_04;42.27071;-65.8758;431190;224.67;17-apr-16;11:04:00;224.673;35.2575;10.137;4.0665;8.037;4.0665;10.137;35.2575;8.037
16003_041;PS_04;42.27064;-65.87596;431191;174.45;17-apr-16;11:06:00;174.453;33.5096;7.6564;5.7951;8.089;5.7951;7.6564;33.5096;8.089
16003_041;PS_04;42.27106;-65.87623;431192;148.55;17-apr-16;11:08:00;148.552;33.051;6.6334;6.3628;8.097;6.3628;6.6334;33.051;8.097
16003_041;PS_04;42.27138;-65.87642;431193;126.05;17-apr-16;11:10:00;126.054;33.0102;6.5224;6.3455;8.088;6.3455;6.5224;33.0102;8.088
16003_041;PS_04;42.27134;-65.87644;431194;99.42;17-apr-16;11:11:00;99.421;32.9633;6.408;6.3543;8.084;6.3543;6.408;32.9633;8.084
16003_041;PS_04;42.27162;-65.8766;431195;74.77;17-apr-16;11:13:00;74.77;32.932;6.3314;6.3959;8.084;6.3959;6.3314;32.932;8.084
16003_041;PS_04;42.2719;-65.87678;431196;60.49;17-apr-16;11:14:00;60.496;32.9276;6.3187;6.4072;8.084;6.4072;6.3187;32.9276;8.084
16003_041;PS_04;42.27194;-65.877;431197;50.43;17-apr-16;11:15:00;50.436;32.9144;6.2851;6.4174;8.084;6.4174;6.2851;32.9144;8.084
16003_041;PS_04;42.27184;-65.87723;431198;40.11;17-apr-16;11:16:00;40.118;32.8914;6.2244;6.4262;8.082;6.4262;6.2244;32.8914;8.082
16003_041;PS_04;42.27194;-65.8776;431199;29.15;17-apr-16;11:18:00;29.151;32.875;6.1787;6.439;8.082;6.439;6.1787;32.875;8.082
16003_041;PS_04;42.27207;-65.87806;431200;20.54;17-apr-16;11:19:00;20.548;32.8742;6.1786;6.4646;8.083;6.4646;6.1786;32.8742;8.083
16003_041;PS_04;42.272;-65.8783;431201;10.11;17-apr-16;11:20:00;10.117;32.8755;6.1838;6.5031;8.082;6.5031;6.1838;32.8755;8.082
16003_041;PS_04;42.27186;-65.87848;431202;2.62;17-apr-16;11:21:00;2.626;32.8712;6.1703;6.4719;8.083;6.4719;6.1703;32.8712;8.083
16003_042;PS_05;42.22766;-65.90276;431203;235.12;17-apr-16;12:20:00;235.128;35.2113;9.8995;4.1418;8.048;4.1418;9.8995;35.2113;8.048
16003_042;PS_05;42.22697;-65.90262;431204;174.31;17-apr-16;12:23:00;174.315;35.2683;11.1876;4.4382;8.089;4.4382;11.1876;35.2683;8.089
16003_042;PS_05;42.22662;-65.90238;431205;149.65;17-apr-16;12:25:00;149.659;33.8946;8.368;5.4634;8.098;5.4634;8.368;33.8946;8.098
16003_042;PS_05;42.22664;-65.90232;431206;124.45;17-apr-16;12:26:00;124.456;33.3524;7.401;6.2686;8.123;6.2686;7.401;33.3524;8.123
16003_042;PS_05;42.2264;-65.90212;431207;98.77;17-apr-16;12:28:00;98.772;33.2227;7.1034;6.4482;8.124;6.4482;7.1034;33.2227;8.124
16003_042;PS_05;42.22602;-65.90187;431208;78.76;17-apr-16;12:29:00;78.764;33.1837;7.0085;6.4852;8.12;6.4852;7.0085;33.1837;8.12
16003_042;PS_05;42.22594;-65.9019;431209;59.8;17-apr-16;12:31:00;59.805;33.1622;6.9623;6.4878;8.12;6.4878;6.9623;33.1622;8.12
16003_042;PS_05;42.22572;-65.90184;431210;49.25;17-apr-16;12:32:00;49.256;33.1506;6.9436;6.5014;8.118;6.5014;6.9436;33.1506;8.118
16003_042;PS_05;42.22537;-65.90186;431211;40.43;17-apr-16;12:33:00;40.436;33.1326;6.9027;6.5169;8.12;6.5169;6.9027;33.1326;8.12
16003_042;PS_05;42.22504;-65.90178;431212;30.48;17-apr-16;12:34:00;30.485;33.0804;6.7761;6.5453;8.12;6.5453;6.7761;33.0804;8.12
16003_042;PS_05;42.22478;-65.9016;431213;19.18;17-apr-16;12:35:00;19.188;33.0186;6.6256;6.6495;8.121;6.6495;6.6256;33.0186;8.121
16003_042;PS_05;42.22476;-65.90148;431214;9.25;17-apr-16;12:36:00;9.25;33.0189;6.6299;6.7248;8.121;6.7248;6.6299;33.0189;8.121
16003_042;PS_05;42.22466;-65.90132;431215;3.31;17-apr-16;12:37:00;3.311;33.0153;6.6244;6.6992;8.121;6.6992;6.6244;33.0153;8.121
16003_044;PS_06;42.18234;-65.93796;431216;221.06;17-apr-16;14:00:00;221.066;35.2002;9.8331;4.1285;8.051;4.1285;9.8331;35.2002;8.051
16003_044;PS_06;42.18137;-65.93739;431217;173.13;17-apr-16;14:02:00;173.137;35.1951;10.128;4.1454;8.058;4.1454;10.128;35.1951;8.058
16003_044;PS_06;42.18066;-65.93713;431218;151.18;17-apr-16;14:04:00;151.185;35.0519;11.3777;4.9016;8.124;4.9016;11.3777;35.0519;8.124
16003_044;PS_06;42.1798;-65.93696;431219;123.78;17-apr-16;14:05:00;123.783;34.3464;9.6174;5.3988;8.123;5.3988;9.6174;34.3464;8.123
16003_044;PS_06;42.17903;-65.93694;431220;99.51;17-apr-16;14:07:00;99.51;33.5685;7.7596;5.7073;8.102;5.7073;7.7596;33.5685;8.102
16003_044;PS_06;42.17824;-65.93698;431221;74.95;17-apr-16;14:08:00;74.953;33.1661;6.9178;6.2863;8.12;6.2863;6.9178;33.1661;8.12
16003_044;PS_06;42.17762;-65.93692;431222;62.65;17-apr-16;14:09:00;62.652;33.1233;6.8559;6.4422;8.125;6.4422;6.8559;33.1233;8.125
16003_044;PS_06;42.17702;-65.93668;431223;50.59;17-apr-16;14:10:00;50.592;33.0409;6.6239;6.542;8.122;6.542;6.6239;33.0409;8.122
16003_044;PS_06;42.17657;-65.93632;431224;39.8;17-apr-16;14:12:00;39.806;32.9987;6.4922;6.5301;8.117;6.5301;6.4922;32.9987;8.117
16003_044;PS_06;42.17637;-65.93633;431225;29.92;17-apr-16;14:13:00;29.923;32.9477;6.3627;6.5466;8.113;6.5466;6.3627;32.9477;8.113
16003_044;PS_06;42.17626;-65.93648;431226;20.69;17-apr-16;14:14:00;20.698;32.8463;6.1869;6.7504;8.128;6.7504;6.1869;32.8463;8.128
16003_044;PS_06;42.17604;-65.93642;431227;9.01;17-apr-16;14:15:00;9.012;32.8359;6.1688;6.7696;8.129;6.7696;6.1688;32.8359;8.129
16003_044;PS_06;42.17584;-65.9363;431228;4.02;17-apr-16;14:16:00;4.028;32.8382;6.1759;6.7904;8.129;6.7904;6.1759;32.8382;8.129
16003_045;PS_07;42.15658;-65.96251;431229;220.71;17-apr-16;15:40:00;220.714;35.1984;9.9945;4.1388;8.056;4.1388;9.9945;35.1984;8.056
16003_045;PS_07;42.15569;-65.96171;431230;175.89;17-apr-16;15:42:00;175.899;35.245;11.2315;4.4411;8.094;4.4411;11.2315;35.245;8.094
16003_045;PS_07;42.15482;-65.96125;431231;150.28;17-apr-16;15:43:00;150.285;35.0353;11.8807;5.2037;8.147;5.2037;11.8807;35.0353;8.147
16003_045;PS_07;42.15393;-65.96062;431232;126.77;17-apr-16;15:45:00;126.779;34.2435;9.8527;5.7421;8.146;5.7421;9.8527;34.2435;8.146
16003_045;PS_07;42.15306;-65.95993;431233;98.64;17-apr-16;15:47:00;98.642;33.7311;8.3709;5.874;8.124;5.874;8.3709;33.7311;8.124
16003_045;PS_07;42.15218;-65.95927;431234;75.89;17-apr-16;15:48:00;75.893;32.9418;6.3979;6.1927;8.092;6.1927;6.3979;32.9418;8.092
16003_045;PS_07;42.15153;-65.95872;431235;62;17-apr-16;15:49:00;62.008;32.6481;5.7436;6.8073;8.126;6.8073;5.7436;32.6481;8.126
16003_045;PS_07;42.1509;-65.95824;431236;51.71;17-apr-16;15:50:00;51.715;32.6272;5.6964;6.8779;8.125;6.8779;5.6964;32.6272;8.125
16003_045;PS_07;42.14995;-65.95743;431237;40.06;17-apr-16;15:52:00;40.062;32.5567;5.541;6.9613;8.124;6.9613;5.541;32.5567;8.124
16003_045;PS_07;42.14926;-65.9569;431238;30.43;17-apr-16;15:54:00;30.434;32.4643;5.3662;6.973;8.122;6.973;5.3662;32.4643;8.122
16003_045;PS_07;42.14873;-65.95646;431239;19.41;17-apr-16;15:55:00;19.414;32.4002;5.2431;7.0811;8.126;7.0811;5.2431;32.4002;8.126
16003_045;PS_07;42.14822;-65.95604;431240;10.41;17-apr-16;15:56:00;10.411;32.3991;5.2408;7.0665;8.125;7.0665;5.2408;32.3991;8.125
16003_045;PS_07;42.14786;-65.95573;431241;3.48;17-apr-16;15:56:00;3.488;32.399;5.243;7.0749;8.126;7.0749;5.243;32.399;8.126
16003_047;PS_08;42.11828;-66.03617;431242;202.65;17-apr-16;18:48:00;202.657;35.1654;10.394;4.2877;8.073;4.2877;10.394;35.1654;8.073
16003_047;PS_08;42.11789;-66.0366;431243;176.03;17-apr-16;18:49:00;176.038;35.1562;10.4502;4.3174;8.073;4.3174;10.4502;35.1562;8.073
16003_047;PS_08;42.1175;-66.03696;431244;151.25;17-apr-16;18:51:00;151.25;35.1571;10.6738;4.416;8.084;4.416;10.6738;35.1571;8.084
16003_047;PS_08;42.11708;-66.03714;431245;125.39;17-apr-16;18:52:00;125.392;35.1716;11.9221;4.9625;8.136;4.9625;11.9221;35.1716;8.136
16003_047;PS_08;42.11662;-66.03724;431246;98.47;17-apr-16;18:54:00;98.472;33.9863;8.4477;5.1685;8.059;5.1685;8.4477;33.9863;8.059
16003_047;PS_08;42.11607;-66.03732;431247;76.79;17-apr-16;18:56:00;76.791;33.7382;7.796;5.353;8.045;5.353;7.796;33.7382;8.045
16003_047;PS_08;42.11573;-66.03728;431248;59.94;17-apr-16;18:57:00;59.944;33.4243;7.143;5.7304;8.053;5.7304;7.143;33.4243;8.053
16003_047;PS_08;42.11543;-66.03729;431249;50.59;17-apr-16;18:58:00;50.591;33.3462;7.0316;5.897;8.057;5.897;7.0316;33.3462;8.057
16003_047;PS_08;42.11514;-66.03738;431250;39.3;17-apr-16;18:59:00;39.301;32.8303;6.2678;6.8007;8.118;6.8007;6.2678;32.8303;8.118
16003_047;PS_08;42.11492;-66.03752;431251;28.75;17-apr-16;19:00:00;28.754;32.5622;5.9168;7.1729;8.144;7.1729;5.9168;32.5622;8.144
16003_047;PS_08;42.1146;-66.03784;431252;20.5;17-apr-16;19:01:00;20.507;32.4545;5.8008;7.2563;8.148;7.2563;5.8008;32.4545;8.148
16003_047;PS_08;42.11424;-66.03822;431253;10.68;17-apr-16;19:02:00;10.686;32.4298;5.7879;7.2741;8.149;7.2741;5.7879;32.4298;8.149
16003_047;PS_08;42.11392;-66.03854;431254;2.75;17-apr-16;19:03:00;2.756;32.4316;5.7897;7.2909;8.149;7.2909;5.7897;32.4316;8.149
16003_048;PS_09;42.06484;-66.08844;431255;90.58;17-apr-16;19:58:00;90.582;33.4536;7.2594;5.9203;8.062;5.9203;7.2594;33.4536;8.062
16003_048;PS_09;42.06459;-66.08901;431256;74.89;17-apr-16;20:00:00;74.898;33.4404;7.2295;5.945;8.062;5.945;7.2295;33.4404;8.062
16003_048;PS_09;42.0643;-66.08944;431257;60.36;17-apr-16;20:01:00;60.362;33.4428;7.2337;5.9271;8.061;5.9271;7.2337;33.4428;8.061
16003_048;PS_09;42.0641;-66.08967;431258;49.71;17-apr-16;20:02:00;49.713;33.3912;7.1695;6.0121;8.067;6.0121;7.1695;33.3912;8.067
16003_048;PS_09;42.06394;-66.09008;431259;41.2;17-apr-16;20:03:00;41.205;33.2637;6.9213;6.1549;8.077;6.1549;6.9213;33.2637;8.077
16003_048;PS_09;42.06386;-66.09032;431260;30.67;17-apr-16;20:04:00;30.67;32.7735;6.2273;6.9445;8.135;6.9445;6.2273;32.7735;8.135
16003_048;PS_09;42.06368;-66.0903;431261;20.3;17-apr-16;20:05:00;20.301;32.6309;6.0579;7.192;8.147;7.192;6.0579;32.6309;8.147
16003_048;PS_09;42.06354;-66.09044;431262;10.56;17-apr-16;20:06:00;10.563;32.6281;6.0504;7.1739;8.147;7.1739;6.0504;32.6281;8.147
16003_048;PS_09;42.0635;-66.0907;431263;2.54;17-apr-16;20:07:00;2.548;32.628;6.0491;7.1977;8.147;7.1977;6.0491;32.628;8.147
16003_050;PS_10;41.99144;-66.14586;431264;86.52;17-apr-16;21:44:00;86.527;33.3252;6.9482;6.1173;8.059;6.1173;6.9482;33.3252;8.059
16003_050;PS_10;41.99164;-66.14626;431265;76.14;17-apr-16;21:46:00;76.144;33.305;6.9214;6.1308;8.063;6.1308;6.9214;33.305;8.063
16003_050;PS_10;41.99212;-66.1463;431266;60.19;17-apr-16;21:49:00;60.195;32.9227;6.3932;6.7326;8.108;6.7326;6.3932;32.9227;8.108
16003_050;PS_10;41.99244;-66.14628;431267;51.6;17-apr-16;21:50:00;51.607;32.7166;6.1091;6.9645;8.128;6.9645;6.1091;32.7166;8.128
16003_050;PS_10;41.9927;-66.14628;431268;41.2;17-apr-16;21:52:00;41.2;32.663;6.0463;7.0268;8.133;7.0268;6.0463;32.663;8.133
16003_050;PS_10;41.993;-66.14656;431269;30.79;17-apr-16;21:53:00;30.791;32.6096;5.9875;7.1001;8.139;7.1001;5.9875;32.6096;8.139
16003_050;PS_10;41.99334;-66.1471;431270;19.57;17-apr-16;21:55:00;19.576;32.5936;5.9764;7.1311;8.14;7.1311;5.9764;32.5936;8.14
16003_050;PS_10;41.99362;-66.14779;431271;10.49;17-apr-16;21:57:00;10.499;32.585;5.9731;7.1657;8.144;7.1657;5.9731;32.585;8.144
16003_050;PS_10;41.99378;-66.14854;431272;3.35;17-apr-16;21:59:00;3.355;32.5849;5.9718;7.1698;8.145;7.1698;5.9718;32.5849;8.145
16003_054;BBL_05;42.12524;-65.50291;431273;211.27;18-apr-16;03:10:00;211.274;34.9004;10.0388;4.238;8.053;4.238;10.0388;34.9004;8.053
16003_054;BBL_05;42.12433;-65.50162;431274;151.49;18-apr-16;03:13:00;151.49;34.7154;9.9841;4.6412;8.076;4.6412;9.9841;34.7154;8.076
16003_054;BBL_05;42.12348;-65.50107;431275;99.83;18-apr-16;03:16:00;99.832;34.8648;11.1806;5.6469;8.159;5.6469;11.1806;34.8648;8.159
16003_054;BBL_05;42.12284;-65.50064;431276;80.54;18-apr-16;03:18:00;80.546;34.8983;11.2976;5.7511;8.172;5.7511;11.2976;34.8983;8.172
16003_054;BBL_05;42.12272;-65.50049;431277;81.21;18-apr-16;03:19:00;81.219;34.9005;11.3037;5.751;8.173;5.751;11.3037;34.9005;8.173
16003_054;BBL_05;42.12266;-65.5004;431278;80.34;18-apr-16;03:20:00;80.344;34.9013;11.3061;5.7403;8.174;5.7403;11.3061;34.9013;8.174
16003_054;BBL_05;42.12246;-65.50019;431279;60.57;18-apr-16;03:22:00;60.579;34.8819;11.2509;5.7566;8.175;5.7566;11.2509;34.8819;8.175
16003_054;BBL_05;42.12202;-65.49996;431280;49.95;18-apr-16;03:23:00;49.951;34.8676;11.1999;5.7829;8.174;5.7829;11.1999;34.8676;8.174
16003_054;BBL_05;42.1215;-65.49974;431281;40.9;18-apr-16;03:25:00;40.907;34.8478;11.1235;5.7346;8.169;5.7346;11.1235;34.8478;8.169
16003_054;BBL_05;42.12134;-65.49966;431282;40.11;18-apr-16;03:25:00;40.119;34.8453;11.112;5.7459;8.169;5.7459;11.112;34.8453;8.169
16003_054;BBL_05;42.1212;-65.49958;431283;40.52;18-apr-16;03:26:00;40.526;34.8503;11.1316;5.7634;8.169;5.7634;11.1316;34.8503;8.169
16003_054;BBL_05;42.12095;-65.49938;431284;28.74;18-apr-16;03:28:00;28.746;34.8425;11.0986;5.7593;8.169;5.7593;11.0986;34.8425;8.169
16003_054;BBL_05;42.12026;-65.49908;431285;20.21;18-apr-16;03:30:00;20.218;34.8431;11.0884;5.7584;8.169;5.7584;11.0884;34.8431;8.169
16003_054;BBL_05;42.12001;-65.49892;431286;19.94;18-apr-16;03:31:00;19.944;34.859;11.1525;5.7816;8.169;5.7816;11.1525;34.859;8.169
16003_054;BBL_05;42.11986;-65.4988;431287;20.26;18-apr-16;03:31:00;20.262;34.8637;11.1658;5.7794;8.169;5.7794;11.1658;34.8637;8.169
16003_054;BBL_05;42.11956;-65.4986;431288;9.37;18-apr-16;03:33:00;9.372;34.8456;11.0942;5.7929;8.169;5.7929;11.0942;34.8456;8.169
16003_054;BBL_05;42.11916;-65.49828;431289;2.65;18-apr-16;03:35:00;2.655;34.8527;11.1226;5.8186;8.169;5.8186;11.1226;34.8527;8.169
16003_054;BBL_05;42.11903;-65.49816;431290;3.08;18-apr-16;03:35:00;3.082;34.8533;11.1244;5.7663;8.169;5.7663;11.1244;34.8533;8.169
16003_054;BBL_05;42.11886;-65.49803;431291;2.81;18-apr-16;03:36:00;2.816;34.8524;11.1161;5.7774;8.169;5.7774;11.1161;34.8524;8.169
16003_054;BBL_05;42.11872;-65.49794;431292;3.11;18-apr-16;03:36:00;3.118;34.8529;11.1171;5.7975;8.169;5.7975;11.1171;34.8529;8.169
16003_058;BBL_06;42.00184;-65.51354;431293;1066.27;18-apr-16;09:37:00;1066.278;34.9636;4.2314;5.8953;8.007;5.8953;4.2314;34.9636;8.007
16003_058;BBL_06;42.00214;-65.513;431294;999.31;18-apr-16;09:41:00;999.316;34.9666;4.302;5.8657;8.012;5.8657;4.302;34.9666;8.012
16003_058;BBL_06;42.0015;-65.51324;431295;748.81;18-apr-16;09:46:00;748.81;34.9825;4.6536;5.6808;8.014;5.6808;4.6536;34.9825;8.014
16003_058;BBL_06;42.00102;-65.51391;431296;498.87;18-apr-16;09:51:00;498.873;35.0436;5.9774;4.9317;8.007;4.9317;5.9774;35.0436;8.007
16003_058;BBL_06;42.00028;-65.51367;431297;251.1;18-apr-16;09:56:00;251.103;35.3135;10.2705;3.3004;7.999;3.3004;10.2705;35.3135;7.999
16003_058;BBL_06;41.99994;-65.51416;431298;99.42;18-apr-16;09:59:00;99.427;34.7599;10.3409;5.0803;8.115;5.0803;10.3409;34.7599;8.115
16003_058;BBL_06;41.99982;-65.5145;431299;80.84;18-apr-16;10:01:00;80.844;34.4915;9.8259;5.4061;8.125;5.4061;9.8259;34.4915;8.125
16003_058;BBL_06;41.99969;-65.51474;431300;79.73;18-apr-16;10:02:00;79.738;34.4783;9.8042;5.4201;8.125;5.4201;9.8042;34.4783;8.125
16003_058;BBL_06;41.9994;-65.5152;431301;61;18-apr-16;10:03:00;61.006;34.4428;9.7544;5.4758;8.125;5.4758;9.7544;34.4428;8.125
16003_058;BBL_06;41.99924;-65.51551;431302;50.01;18-apr-16;10:04:00;50.012;34.4257;9.7271;5.4852;8.124;5.4852;9.7271;34.4257;8.124
16003_058;BBL_06;41.9992;-65.51587;431303;40.13;18-apr-16;10:05:00;40.137;34.3283;9.6398;5.6493;8.133;5.6493;9.6398;34.3283;8.133
16003_058;BBL_06;41.9993;-65.51612;431304;39.72;18-apr-16;10:06:00;39.729;34.3326;9.6332;5.6395;8.133;5.6395;9.6332;34.3326;8.133
16003_058;BBL_06;41.99942;-65.51638;431305;29.43;18-apr-16;10:07:00;29.436;34.2146;9.4112;5.7435;8.135;5.7435;9.4112;34.2146;8.135
16003_058;BBL_06;41.99931;-65.51655;431306;20.16;18-apr-16;10:08:00;20.164;33.9601;8.9016;6.0736;8.143;6.0736;8.9016;33.9601;8.143
16003_058;BBL_06;41.99914;-65.51676;431307;20.33;18-apr-16;10:09:00;20.338;33.9437;8.868;6.0938;8.143;6.0938;8.868;33.9437;8.143
16003_058;BBL_06;41.99896;-65.51706;431308;9.14;18-apr-16;10:10:00;9.142;32.7008;6.2569;7.0767;8.153;7.0767;6.2569;32.7008;8.153
16003_058;BBL_06;41.9989;-65.51734;431309;2.48;18-apr-16;10:11:00;2.488;32.6976;6.266;7.069;8.152;7.069;6.266;32.6976;8.152
16003_058;BBL_06;41.99892;-65.51755;431310;2.29;18-apr-16;10:12:00;2.296;32.692;6.2552;7.0627;8.151;7.0627;6.2552;32.692;8.151
16003_062;BBL_07;41.86714;-65.35092;431311;502.4;18-apr-16;16:22:00;502.408;35.0559;5.9027;4.793;NaN;4.793;5.9027;35.0559;NaN
16003_062;BBL_07;41.86718;-65.35092;431312;501.28;18-apr-16;16:23:00;501.286;35.0551;5.8943;4.7986;NaN;4.7986;5.8943;35.0551;NaN
16003_062;BBL_07;41.8672;-65.35092;431313;501.61;18-apr-16;16:23:00;501.619;35.0548;5.892;4.7954;NaN;4.7954;5.892;35.0548;NaN
16003_062;BBL_07;41.86722;-65.35094;431314;501.97;18-apr-16;16:24:00;501.972;35.0547;5.8896;4.7965;NaN;4.7965;5.8896;35.0547;NaN
16003_062;BBL_07;41.86722;-65.35094;431315;501.41;18-apr-16;16:24:00;501.41;35.0549;5.8893;4.7978;NaN;4.7978;5.8893;35.0549;NaN
